config,fid,seed,reported_best,true_best,reached,crashed,real_evals,counted_evals,stage,gens,zero_hq_rows
published,23,18,-10.53640303734742,-10.53640303734742,True,,8885,7285,2,134,69
published,23,19,-10.536402284296752,-10.536402284296752,True,,7461,6055,2,128,74
published,23,20,-10.536405900152591,-10.536405900152591,True,,8255,6755,2,131,73
published,23,21,-10.536402275389278,-10.536402275389278,True,,7895,6430,2,131,72
published,23,22,-10.536402143494033,-10.536402143494033,True,,9414,7735,2,136,72
published,23,23,-10.536402831560661,-10.536402831560661,True,,7481,6150,2,127,70
published,23,24,-10.53640246818677,-10.53640246818677,True,,8933,7315,2,134,73
published,23,25,-10.536402144082649,-10.536402144082649,True,,8161,6720,2,130,72
published,23,26,-10.53640494485245,-10.53640494485245,True,,12482,10490,2,144,72
published,23,27,-10.536400608663605,-10.536400608663605,True,,11140,9305,2,140,69
published,23,28,-10.536404775493569,-10.536404775493569,True,,12113,10005,2,147,76
published,23,29,-10.536403295978612,-10.536403295978612,True,,7872,6500,2,128,69
published,23,30,-10.536403383066322,-10.536403383066322,True,,7831,6505,2,127,71
fix_A1,1,1,0.0,0.0,True,,2627,2185,1,437,0
fix_A1,1,2,0.0,0.0,True,,2603,2165,1,433,0
fix_A1,1,3,0.0,0.0,True,,2591,2155,1,431,0
fix_A1,1,4,0.0,0.0,True,,2651,2205,1,441,0
fix_A1,1,5,0.0,0.0,True,,2627,2185,1,437,0
fix_A1,1,6,0.0,0.0,True,,2597,2160,1,432,0
fix_A1,1,7,0.0,0.0,True,,2615,2175,1,435,0
fix_A1,1,8,0.0,0.0,True,,2609,2170,1,434,0
fix_A1,1,9,0.0,0.0,True,,2651,2205,1,441,0
fix_A1,1,10,0.0,0.0,True,,2645,2200,1,440,0
fix_A1,1,11,0.0,0.0,True,,2675,2225,1,445,0
fix_A1,1,12,0.0,0.0,True,,2669,2220,1,444,0
fix_A1,1,13,0.0,0.0,True,,2627,2185,1,437,0
fix_A1,1,14,0.0,0.0,True,,2699,2245,1,449,0
fix_A1,1,15,0.0,0.0,True,,2669,2220,1,444,0
fix_A1,1,16,0.0,0.0,True,,2651,2205,1,441,0
fix_A1,1,17,0.0,0.0,True,,2633,2190,1,438,0
fix_A1,1,18,0.0,0.0,True,,2633,2190,1,438,0
fix_A1,1,19,0.0,0.0,True,,2639,2195,1,439,0
fix_A1,1,20,0.0,0.0,True,,2650,2205,1,441,0
fix_A1,1,21,0.0,0.0,True,,2627,2185,1,437,0
fix_A1,1,22,0.0,0.0,True,,2621,2180,1,436,0
fix_A1,1,23,0.0,0.0,True,,2681,2230,1,446,0
fix_A1,1,24,0.0,0.0,True,,2585,2150,1,430,0
fix_A1,1,25,0.0,0.0,True,,2657,2210,1,442,0
fix_A1,1,26,0.0,0.0,True,,2633,2190,1,438,0
fix_A1,1,27,0.0,0.0,True,,2663,2215,1,443,0
fix_A1,1,28,0.0,0.0,True,,2627,2185,1,437,0
fix_A1,1,29,0.0,0.0,True,,2650,2205,1,441,0
fix_A1,1,30,0.0,0.0,True,,2615,2175,1,435,0
fix_A1,2,1,0.0,0.0,True,,5057,4210,1,842,0
fix_A1,2,2,0.0,0.0,True,,4949,4120,1,824,0
fix_A1,2,3,0.0,0.0,True,,4973,4140,1,828,0
fix_A1,2,4,0.0,0.0,True,,5033,4190,1,838,0
fix_A1,2,5,0.0,0.0,True,,5027,4185,1,837,0
fix_A1,2,6,0.0,0.0,True,,4997,4160,1,832,0
fix_A1,2,7,0.0,0.0,True,,5003,4165,1,833,0
fix_A1,2,8,0.0,0.0,True,,5033,4190,1,838,0
fix_A1,2,9,0.0,0.0,True,,5033,4190,1,838,0
fix_A1,2,10,0.0,0.0,True,,4961,4130,1,826,0
fix_A1,2,11,0.0,0.0,True,,4937,4110,1,822,0
fix_A1,2,12,0.0,0.0,True,,5033,4190,1,838,0
fix_A1,2,13,0.0,0.0,True,,5057,4210,1,842,0
fix_A1,2,14,0.0,0.0,True,,5051,4205,1,841,0
fix_A1,2,15,0.0,0.0,True,,5030,4190,1,838,0
fix_A1,2,16,0.0,0.0,True,,4949,4120,1,824,0
fix_A1,2,17,0.0,0.0,True,,4997,4160,1,832,0
fix_A1,2,18,0.0,0.0,True,,4943,4115,1,823,0
fix_A1,2,19,0.0,0.0,True,,4961,4130,1,826,0
fix_A1,2,20,0.0,0.0,True,,5015,4175,1,835,0
fix_A1,2,21,0.0,0.0,True,,4985,4150,1,830,0
fix_A1,2,22,0.0,0.0,True,,4961,4130,1,826,0
fix_A1,2,23,0.0,0.0,True,,4949,4120,1,824,0
fix_A1,2,24,0.0,0.0,True,,5045,4200,1,840,0
fix_A1,2,25,0.0,0.0,True,,5009,4170,1,834,0
fix_A1,2,26,0.0,0.0,True,,4991,4155,1,831,0
fix_A1,2,27,0.0,0.0,True,,4997,4160,1,832,0
fix_A1,2,28,0.0,0.0,True,,4883,4065,1,813,0
fix_A1,2,29,0.0,0.0,True,,5015,4175,1,835,0
fix_A1,2,30,0.0,0.0,True,,5032,4190,1,838,0
fix_A1,3,1,0.0,0.0,True,,2987,2485,1,497,0
fix_A1,3,2,0.0,0.0,True,,3137,2610,1,522,0
fix_A1,3,3,0.0,0.0,True,,2789,2320,1,464,0
fix_A1,3,4,0.0,0.0,True,,3011,2505,1,501,0
fix_A1,3,5,0.0,0.0,True,,2789,2320,1,464,0
fix_A1,3,6,0.0,0.0,True,,2951,2455,1,491,0
fix_A1,3,7,0.0,0.0,True,,3095,2575,1,515,0
fix_A1,3,8,0.0,0.0,True,,2945,2450,1,490,0
fix_A1,3,9,0.0,0.0,True,,3167,2635,1,527,0
fix_A1,3,10,0.0,0.0,True,,2957,2460,1,492,0
fix_A1,3,11,0.0,0.0,True,,2921,2430,1,486,0
fix_A1,3,12,0.0,0.0,True,,3035,2525,1,505,0
fix_A1,3,13,0.0,0.0,True,,3017,2510,1,502,0
fix_A1,3,14,0.0,0.0,True,,3203,2665,1,533,0
fix_A1,3,15,0.0,0.0,True,,3155,2625,1,525,0
fix_A1,3,16,0.0,0.0,True,,3083,2565,1,513,0
fix_A1,3,17,0.0,0.0,True,,3137,2610,1,522,0
fix_A1,3,18,0.0,0.0,True,,3053,2540,1,508,0
fix_A1,3,19,0.0,0.0,True,,2747,2285,1,457,0
fix_A1,3,20,0.0,0.0,True,,3155,2625,1,525,0
fix_A1,3,21,0.0,0.0,True,,2999,2495,1,499,0
fix_A1,3,22,0.0,0.0,True,,3005,2500,1,500,0
fix_A1,3,23,0.0,0.0,True,,2969,2470,1,494,0
fix_A1,3,24,0.0,0.0,True,,3113,2590,1,518,0
fix_A1,3,25,0.0,0.0,True,,3251,2705,1,541,0
fix_A1,3,26,0.0,0.0,True,,2939,2445,1,489,0
fix_A1,3,27,0.0,0.0,True,,3227,2685,1,537,0
fix_A1,3,28,0.0,0.0,True,,2945,2450,1,490,0
fix_A1,3,29,0.0,0.0,True,,2969,2470,1,494,0
fix_A1,3,30,0.0,0.0,True,,3143,2615,1,523,0
fix_A1,4,1,0.0,0.0,True,,5306,4420,1,884,0
fix_A1,4,2,0.0,0.0,True,,5200,4330,1,866,0
fix_A1,4,3,0.0,0.0,True,,5213,4340,1,868,0
fix_A1,4,4,0.0,0.0,True,,5236,4360,1,872,0
fix_A1,4,5,0.0,0.0,True,,5183,4315,1,863,0
fix_A1,4,6,0.0,0.0,True,,5165,4300,1,860,0
fix_A1,4,7,0.0,0.0,True,,5237,4360,1,872,0
fix_A1,4,8,0.0,0.0,True,,5297,4410,1,882,0
fix_A1,4,9,0.0,0.0,True,,5261,4380,1,876,0
fix_A1,4,10,0.0,0.0,True,,5204,4335,1,867,0
fix_A1,4,11,0.0,0.0,True,,5291,4405,1,881,0
fix_A1,4,12,0.0,0.0,True,,5277,4395,1,879,0
fix_A1,4,13,0.0,0.0,True,,5273,4390,1,878,0
fix_A1,4,14,0.0,0.0,True,,5334,4450,1,890,0
fix_A1,4,15,0.0,0.0,True,,5171,4305,1,861,0
fix_A1,4,16,0.0,0.0,True,,5183,4315,1,863,0
fix_A1,4,17,0.0,0.0,True,,5171,4305,1,861,0
fix_A1,4,18,0.0,0.0,True,,5201,4330,1,866,0
fix_A1,4,19,0.0,0.0,True,,5219,4345,1,869,0
fix_A1,4,20,0.0,0.0,True,,5231,4355,1,871,0
fix_A1,4,21,0.0,0.0,True,,5171,4305,1,861,0
fix_A1,4,22,0.0,0.0,True,,5189,4320,1,864,0
fix_A1,4,23,0.0,0.0,True,,5195,4325,1,865,0
fix_A1,4,24,0.0,0.0,True,,5231,4355,1,871,0
fix_A1,4,25,0.0,0.0,True,,5309,4420,1,884,0
fix_A1,4,26,0.0,0.0,True,,5219,4345,1,869,0
fix_A1,4,27,0.0,0.0,True,,5278,4395,1,879,0
fix_A1,4,28,0.0,0.0,True,,5129,4270,1,854,0
fix_A1,4,29,0.0,0.0,True,,5236,4360,1,872,0
fix_A1,4,30,0.0,0.0,True,,5243,4365,1,873,0
fix_A1,5,1,47.01265727599379,47.01265727599379,False,,29690,25040,2,1133,69
fix_A1,5,2,47.19578949654303,47.19578949654303,False,,30047,25025,2,265,69
fix_A1,5,3,47.748199524875595,47.748199524875595,False,,29619,25005,2,1121,69
fix_A1,5,4,47.5612426462516,47.5612426462516,False,,29673,25010,2,1140,69
fix_A1,5,5,46.966509068942166,46.966509068942166,False,,29606,25030,2,1133,69
fix_A1,5,6,46.90666950862933,46.90666950862933,False,,29683,25055,2,1133,69
fix_A1,5,7,47.32534537014511,47.32534537014511,False,,29645,25040,2,1153,69
fix_A1,5,8,46.87885496135916,46.87885496135916,False,,29670,25055,2,1139,69
fix_A1,5,9,47.701129389292845,47.701129389292845,False,,29694,25065,2,1123,69
fix_A1,5,10,46.75614504640657,46.75614504640657,False,,29634,25020,2,1174,69
fix_A1,5,11,46.443849100269865,46.443849100269865,False,,30028,25005,2,422,69
fix_A1,5,12,46.74752054185921,46.74752054185921,False,,29656,25090,2,1126,69
fix_A1,5,13,46.77691802272261,46.77691802272261,False,,29656,25040,2,1130,69
fix_A1,5,14,47.03964089748557,47.03964089748557,False,,29626,25010,2,1134,69
fix_A1,5,15,47.6164830026838,47.6164830026838,False,,30032,25005,2,271,69
fix_A1,5,16,46.6527508811363,46.6527508811363,False,,29694,25055,2,1137,69
fix_A1,5,17,48.06285479717087,48.06285479717087,False,,29593,25015,2,1130,69
fix_A1,5,18,46.69993818105012,46.69993818105012,False,,29675,25050,2,1129,69
fix_A1,5,19,47.21786626398297,47.21786626398297,False,,29631,25020,2,1125,69
fix_A1,5,20,46.94846697433369,46.94846697433369,False,,29650,25035,2,1140,69
fix_A1,5,21,48.11701628011106,48.11701628011106,False,,29637,25055,2,1114,69
fix_A1,5,22,47.05107830583987,47.05107830583987,False,,29623,25055,2,1145,69
fix_A1,5,23,47.604817235703706,47.604817235703706,False,,29610,25030,2,1123,69
fix_A1,5,24,1.2799934718194337,1.2799934718194337,False,,29641,25130,2,1102,69
fix_A1,5,25,46.61378527291588,46.61378527291588,False,,30082,25015,2,377,69
fix_A1,5,26,0.747370515728829,0.747370515728829,False,,29494,25100,2,1099,69
fix_A1,5,27,47.44132018921942,47.44132018921942,False,,29612,25005,2,1124,69
fix_A1,5,28,46.92292479308072,46.92292479308072,False,,29776,25075,2,1134,69
fix_A1,5,29,46.83175581863538,46.83175581863538,False,,29597,25040,2,1150,69
fix_A1,5,30,46.76601569638867,46.76601569638867,False,,29604,25025,2,1123,69
fix_A1,6,1,0.0,0.0,True,,83,65,1,13,0
fix_A1,6,2,0.0,0.0,True,,82,65,1,13,0
fix_A1,6,3,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,4,0.0,0.0,True,,100,80,1,16,0
fix_A1,6,5,0.0,0.0,True,,76,60,1,12,0
fix_A1,6,6,0.0,0.0,True,,65,50,1,10,0
fix_A1,6,7,0.0,0.0,True,,70,55,1,11,0
fix_A1,6,8,0.0,0.0,True,,77,60,1,12,0
fix_A1,6,9,0.0,0.0,True,,65,50,1,10,0
fix_A1,6,10,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,11,0.0,0.0,True,,77,60,1,12,0
fix_A1,6,12,0.0,0.0,True,,65,50,1,10,0
fix_A1,6,13,0.0,0.0,True,,59,45,1,9,0
fix_A1,6,14,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,15,0.0,0.0,True,,65,50,1,10,0
fix_A1,6,16,0.0,0.0,True,,53,40,1,8,0
fix_A1,6,17,0.0,0.0,True,,59,45,1,9,0
fix_A1,6,18,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,19,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,20,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,21,0.0,0.0,True,,77,60,1,12,0
fix_A1,6,22,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,23,0.0,0.0,True,,77,60,1,12,0
fix_A1,6,24,0.0,0.0,True,,77,60,1,12,0
fix_A1,6,25,0.0,0.0,True,,65,50,1,10,0
fix_A1,6,26,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,27,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,28,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,29,0.0,0.0,True,,71,55,1,11,0
fix_A1,6,30,0.0,0.0,True,,71,55,1,11,0
fix_A1,7,1,0.0002501171290675453,0.8602707947724433,False,,29240,25100,2,196,69
fix_A1,7,2,7.324921352252697e-05,0.10047785845002283,False,,29120,25100,2,193,69
fix_A1,7,3,0.00020825971479614496,0.3507181013426384,False,,29240,25100,2,196,69
fix_A1,7,4,0.00011758388907707223,0.10974852443641109,False,,29320,25100,2,198,69
fix_A1,7,5,8.188989020057469e-05,0.1330260574281557,False,,29320,25300,2,193,69
fix_A1,7,6,9.077736984966186e-05,0.10079595551078682,False,,29261,25085,2,197,69
fix_A1,7,7,8.644201874769662e-05,0.11359411386283319,False,,29160,25100,2,194,69
fix_A1,7,8,0.0004454607382958937,0.5120957090453521,False,,29120,25100,2,193,69
fix_A1,7,9,0.0004298773607844803,0.2908009461048312,False,,29480,25300,2,197,69
fix_A1,7,10,0.0003484307852599755,0.5764967689206733,False,,29200,25100,2,195,69
fix_A1,7,11,0.00021303852127017262,0.2809135851635276,False,,29440,25300,2,196,69
fix_A1,7,12,0.0002369593925933789,0.7382877984908625,False,,29160,25100,2,194,69
fix_A1,7,13,0.00013453922100360575,0.700277190959378,False,,29400,25300,2,195,69
fix_A1,7,14,0.00041741582645826844,0.07089694800362178,False,,29160,25100,2,194,69
fix_A1,7,15,0.00011434294009625617,0.30497683687831345,False,,29200,25100,2,195,69
fix_A1,7,16,0.0002589203386093101,0.26323962901562625,False,,29160,25100,2,194,69
fix_A1,7,17,0.00011354914681282633,0.3110249127807132,False,,29160,25100,2,194,69
fix_A1,7,18,0.0002426373595888668,0.7116676110428949,False,,29320,25300,2,193,69
fix_A1,7,19,0.00030075515975466614,0.5073871451824178,False,,29200,25100,2,195,69
fix_A1,7,20,3.547629194619054e-05,0.5918436634446382,False,,29160,25100,2,194,69
fix_A1,7,21,0.0003133798135213502,0.2332847836064133,False,,29280,25100,2,197,69
fix_A1,7,22,5.229391982940365e-05,0.5814196141624166,False,,29160,25100,2,194,69
fix_A1,7,23,3.571234007855541e-05,0.7491234318366151,False,,29280,25100,2,197,69
fix_A1,7,24,0.0002579047261046948,0.6109751301765508,False,,29200,25100,2,195,69
fix_A1,7,25,7.95713595591145e-05,0.9553925703482298,False,,29200,25000,2,1075,69
fix_A1,7,26,0.00010447912090422631,0.416071488695594,False,,29120,25100,2,193,69
fix_A1,7,27,0.0001242543956044239,0.9651601113357761,False,,29120,25100,2,193,69
fix_A1,7,28,0.00013153159972792037,6.89694436849758e-05,False,,29320,25300,2,193,69
fix_A1,7,29,0.0003905047769757287,0.89428454058624,False,,29280,25100,2,197,69
fix_A1,7,30,0.0002189581305663701,0.34864871125911734,False,,29400,25300,2,195,69
fix_A1,8,1,-17957.729535957,-17957.729535957,False,,29676,25040,2,213,69
fix_A1,8,2,-15024.094665235038,-15024.094665235038,False,,30046,25075,2,228,69
fix_A1,8,3,-20857.435530358107,-20857.435530358107,False,,29676,25045,2,1087,69
fix_A1,8,4,-15026.954882836426,-15026.954882836426,False,,30081,25015,2,243,69
fix_A1,8,5,-15019.47187413415,-15019.47187413415,False,,30125,25045,2,236,69
fix_A1,8,6,-15026.709429914137,-15026.709429914137,False,,30047,25050,2,230,69
fix_A1,8,7,-20376.21067397325,-20376.21067397325,False,,29597,25135,2,1082,69
fix_A1,8,8,-20941.726733653613,-20941.726733653613,False,,29653,25055,2,209,69
fix_A1,8,9,-15022.44718260835,-15022.44718260835,False,,30023,25065,2,247,69
fix_A1,8,10,-15026.725709337943,-15026.725709337943,False,,30029,25115,2,224,69
fix_A1,8,11,-15027.221978226633,-15027.221978226633,False,,29962,25000,2,230,69
fix_A1,8,12,-17844.303559498843,-17844.303559498843,False,,29623,25155,2,206,69
fix_A1,8,13,-15024.801267074845,-15024.801267074845,False,,30147,25030,2,241,69
fix_A1,8,14,-20844.84475982742,-20844.84475982742,False,,29223,25055,2,197,69
fix_A1,8,15,-17590.717990268495,-17590.717990268495,False,,29340,25020,2,201,69
fix_A1,8,16,-15027.046642258785,-15027.046642258785,False,,30140,25070,2,232,69
fix_A1,8,17,-20937.487933575245,-20937.487933575245,False,,29725,25015,2,217,69
fix_A1,8,18,-15026.882041830231,-15026.882041830231,False,,30040,25035,2,1103,69
fix_A1,8,19,-15014.24243716506,-15014.24243716506,False,,30183,25055,2,246,69
fix_A1,8,20,-20949.053704784077,-20949.053704784077,False,,29246,25045,2,198,69
fix_A1,8,21,-15027.016387257598,-15027.016387257598,False,,29953,25040,2,235,69
fix_A1,8,22,-17887.956671710625,-17887.956671710625,False,,29638,25070,2,1085,69
fix_A1,8,23,-15027.175135106056,-15027.175135106056,False,,29905,25030,2,1097,69
fix_A1,8,24,-17806.807326474052,-17806.807326474052,False,,29923,25140,2,218,69
fix_A1,8,25,-15026.704439452038,-15026.704439452038,False,,30197,25140,2,1106,69
fix_A1,8,26,-15026.110470624819,-15026.110470624819,False,,30011,25095,2,1100,69
fix_A1,8,27,-15015.226155001645,-15015.226155001645,False,,30121,25110,2,1101,69
fix_A1,8,28,-15026.489135007987,-15026.489135007987,False,,30050,25000,2,231,69
fix_A1,8,29,-15026.294990919456,-15026.294990919456,False,,29893,25015,2,226,69
fix_A1,8,30,-15020.579496974009,-15020.579496974009,False,,30135,25150,2,1100,69
fix_A1,9,1,0.0,0.0,True,,185,150,1,30,0
fix_A1,9,2,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,3,0.0,0.0,True,,197,160,1,32,0
fix_A1,9,4,0.0,0.0,True,,179,145,1,29,0
fix_A1,9,5,0.0,0.0,True,,179,145,1,29,0
fix_A1,9,6,0.0,0.0,True,,16935,13980,2,1045,69
fix_A1,9,7,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,8,0.0,0.0,True,,173,140,1,28,0
fix_A1,9,9,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,10,0.0,0.0,True,,197,160,1,32,0
fix_A1,9,11,0.0,0.0,True,,197,160,1,32,0
fix_A1,9,12,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,13,0.0,0.0,True,,185,150,1,30,0
fix_A1,9,14,0.0,0.0,True,,185,150,1,30,0
fix_A1,9,15,0.0,0.0,True,,17190,14760,2,1043,69
fix_A1,9,16,0.0,0.0,True,,173,140,1,28,0
fix_A1,9,17,0.0,0.0,True,,16518,14060,2,1045,69
fix_A1,9,18,0.0,0.0,True,,334,275,1,55,0
fix_A1,9,19,0.0,0.0,True,,179,145,1,29,0
fix_A1,9,20,0.0,0.0,True,,173,140,1,28,0
fix_A1,9,21,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,22,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,23,0.0,0.0,True,,185,150,1,30,0
fix_A1,9,24,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,25,0.0,0.0,True,,197,160,1,32,0
fix_A1,9,26,0.0,0.0,True,,167,135,1,27,0
fix_A1,9,27,0.0,0.0,True,,191,155,1,31,0
fix_A1,9,28,0.0,0.0,True,,185,150,1,30,0
fix_A1,9,29,0.0,0.0,True,,215,175,1,35,0
fix_A1,9,30,0.0,0.0,True,,185,150,1,30,0
fix_A1,10,1,4.440892098500626e-16,4.440892098500626e-16,False,,28131,25000,2,1075,69
fix_A1,10,2,4.440892098500626e-16,4.440892098500626e-16,False,,28388,25000,2,1075,69
fix_A1,10,3,4.440892098500626e-16,4.440892098500626e-16,False,,27979,25000,2,1075,69
fix_A1,10,4,4.440892098500626e-16,4.440892098500626e-16,False,,28180,25000,2,1075,69
fix_A1,10,5,4.440892098500626e-16,4.440892098500626e-16,False,,28177,25000,2,1075,69
fix_A1,10,6,4.440892098500626e-16,4.440892098500626e-16,False,,27949,25000,2,1075,69
fix_A1,10,7,4.440892098500626e-16,4.440892098500626e-16,False,,27890,25000,2,1075,69
fix_A1,10,8,4.440892098500626e-16,4.440892098500626e-16,False,,28083,25000,2,1075,69
fix_A1,10,9,4.440892098500626e-16,4.440892098500626e-16,False,,28162,25000,2,1075,69
fix_A1,10,10,4.440892098500626e-16,4.440892098500626e-16,False,,28023,25000,2,1075,69
fix_A1,10,11,4.440892098500626e-16,4.440892098500626e-16,False,,27964,25000,2,1075,69
fix_A1,10,12,4.440892098500626e-16,4.440892098500626e-16,False,,27856,25000,2,1075,69
fix_A1,10,13,4.440892098500626e-16,4.440892098500626e-16,False,,28039,25000,2,1075,69
fix_A1,10,14,4.440892098500626e-16,4.440892098500626e-16,False,,28023,25000,2,1075,69
fix_A1,10,15,4.440892098500626e-16,4.440892098500626e-16,False,,28189,25000,2,1075,69
fix_A1,10,16,4.440892098500626e-16,4.440892098500626e-16,False,,28090,25000,2,1075,69
fix_A1,10,17,4.440892098500626e-16,4.440892098500626e-16,False,,27929,25000,2,1075,69
fix_A1,10,18,4.440892098500626e-16,4.440892098500626e-16,False,,27928,25000,2,1075,69
fix_A1,10,19,4.440892098500626e-16,4.440892098500626e-16,False,,27996,25000,2,1075,69
fix_A1,10,20,4.440892098500626e-16,4.440892098500626e-16,False,,27925,25000,2,1075,69
fix_A1,10,21,4.440892098500626e-16,4.440892098500626e-16,False,,28182,25000,2,1075,69
fix_A1,10,22,4.440892098500626e-16,4.440892098500626e-16,False,,29793,25030,2,1092,69
fix_A1,10,23,4.440892098500626e-16,4.440892098500626e-16,False,,28032,25000,2,1075,69
fix_A1,10,24,4.440892098500626e-16,4.440892098500626e-16,False,,28033,25000,2,1075,69
fix_A1,10,25,4.440892098500626e-16,4.440892098500626e-16,False,,28348,25000,2,1075,69
fix_A1,10,26,4.440892098500626e-16,4.440892098500626e-16,False,,27904,25000,2,1075,69
fix_A1,10,27,4.440892098500626e-16,4.440892098500626e-16,False,,29955,25170,2,1093,69
fix_A1,10,28,4.440892098500626e-16,4.440892098500626e-16,False,,28311,25000,2,1075,69
fix_A1,10,29,4.440892098500626e-16,4.440892098500626e-16,False,,30078,25330,2,1091,69
fix_A1,10,30,4.440892098500626e-16,4.440892098500626e-16,False,,27918,25000,2,1075,69
fix_A1,11,1,0.0,0.0,True,,227,185,1,37,0
fix_A1,11,2,0.0,0.0,True,,227,185,1,37,0
fix_A1,11,3,0.0,0.0,True,,209,170,1,34,0
fix_A1,11,4,0.0,0.0,True,,215,175,1,35,0
fix_A1,11,5,0.0,0.0,True,,185,150,1,30,0
fix_A1,11,6,0.0,0.0,True,,197,160,1,32,0
fix_A1,11,7,0.0,0.0,True,,209,170,1,34,0
fix_A1,11,8,0.0,0.0,True,,227,185,1,37,0
fix_A1,11,9,0.0,0.0,True,,239,195,1,39,0
fix_A1,11,10,0.0,0.0,True,,233,190,1,38,0
fix_A1,11,11,0.0,0.0,True,,221,180,1,36,0
fix_A1,11,12,0.0,0.0,True,,215,175,1,35,0
fix_A1,11,13,0.0,0.0,True,,197,160,1,32,0
fix_A1,11,14,0.0,0.0,True,,227,185,1,37,0
fix_A1,11,15,0.0,0.0,True,,209,170,1,34,0
fix_A1,11,16,0.0,0.0,True,,197,160,1,32,0
fix_A1,11,17,0.0,0.0,True,,191,155,1,31,0
fix_A1,11,18,0.0,0.0,True,,203,165,1,33,0
fix_A1,11,19,0.0,0.0,True,,197,160,1,32,0
fix_A1,11,20,0.0,0.0,True,,203,165,1,33,0
fix_A1,11,21,0.0,0.0,True,,209,170,1,34,0
fix_A1,11,22,0.0,0.0,True,,221,180,1,36,0
fix_A1,11,23,0.0,0.0,True,,215,175,1,35,0
fix_A1,11,24,0.0,0.0,True,,209,170,1,34,0
fix_A1,11,25,0.0,0.0,True,,209,170,1,34,0
fix_A1,11,26,0.0,0.0,True,,203,165,1,33,0
fix_A1,11,27,0.0,0.0,True,,203,165,1,33,0
fix_A1,11,28,0.0,0.0,True,,197,160,1,32,0
fix_A1,11,29,0.0,0.0,True,,239,195,1,39,0
fix_A1,11,30,0.0,0.0,True,,203,165,1,33,0
fix_A1,12,1,0.03722643477079645,0.03722643477079645,False,,29729,25050,2,1140,69
fix_A1,12,2,0.0005470997775378107,0.0005470997775378107,False,,29827,25060,2,1140,69
fix_A1,12,3,7.608812880933397e-06,7.608812880933397e-06,False,,29777,25100,2,1113,69
fix_A1,12,4,0.019736185020912442,0.019736185020912442,False,,30138,25005,2,339,69
fix_A1,12,5,0.004199691359679204,0.004199691359679204,False,,30152,25005,2,278,69
fix_A1,12,6,0.005961964425042997,0.005961964425042997,False,,29729,25015,2,1127,69
fix_A1,12,7,0.001211024715044679,0.001211024715044679,False,,29764,25030,2,1133,69
fix_A1,12,8,0.0010818889666745276,0.0010818889666745276,False,,29748,25060,2,1127,69
fix_A1,12,9,0.0010696515306645956,0.0010696515306645956,False,,29800,25060,2,1130,69
fix_A1,12,10,0.00016083052454246794,0.00016083052454246794,False,,29735,25095,2,1119,69
fix_A1,12,11,7.084903796467787e-05,7.084903796467787e-05,False,,29573,25025,2,1104,69
fix_A1,12,12,0.005047449697027733,0.005047449697027733,False,,29789,25070,2,1121,69
fix_A1,12,13,0.0001609625091505914,0.0001609625091505914,False,,29706,25005,2,1125,69
fix_A1,12,14,0.0003714489742687698,0.0003714489742687698,False,,29646,25000,2,1119,69
fix_A1,12,15,0.034775192378931244,0.034775192378931244,False,,29716,25015,2,1135,69
fix_A1,12,16,0.0004147801371922702,0.0004147801371922702,False,,29707,25010,2,1143,69
fix_A1,12,17,0.00550020286375849,0.00550020286375849,False,,29760,25055,2,1128,69
fix_A1,12,18,0.0006262959636699377,0.0006262959636699377,False,,29613,25020,2,1108,69
fix_A1,12,19,0.03477067901606731,0.03477067901606731,False,,29766,25070,2,1125,69
fix_A1,12,20,0.0005566675985916354,0.0005566675985916354,False,,29703,25040,2,1129,69
fix_A1,12,21,0.00025519065211076206,0.00025519065211076206,False,,30155,25015,2,286,69
fix_A1,12,22,0.005268826199409975,0.005268826199409975,False,,29816,25085,2,1136,69
fix_A1,12,23,0.0016003635251261464,0.0016003635251261464,False,,29791,25090,2,1133,69
fix_A1,12,24,0.025993900132814354,0.025993900132814354,False,,29738,25055,2,1139,69
fix_A1,12,25,0.00035709460966695274,0.00035709460966695274,False,,30151,25015,2,315,69
fix_A1,12,26,0.0005824275882561331,0.0005824275882561331,False,,30138,25000,2,287,69
fix_A1,12,27,0.00043258186798392825,0.00043258186798392825,False,,30216,25065,2,270,69
fix_A1,12,28,5.7027499803709556e-05,5.7027499803709556e-05,False,,29841,25120,2,1117,69
fix_A1,12,29,0.00910086065989759,0.00910086065989759,False,,29728,25060,2,1134,69
fix_A1,12,30,0.0011781059109522759,0.0011781059109522759,False,,29617,25020,2,1115,69
